,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
215,2/06/2020,11:50,19.45,320.09,33.28,17.0265715875,325.5436364,17.0265715875
216,2/06/2020,11:55,20.94,343.14,33.19,17.04479148,326.9081818,17.04479148
217,2/06/2020,12:00,15.16,248.05,30.98,17.268513067500002,311.1354545,17.268513067500002
218,2/06/2020,12:05,17.17,274.43,29.02,17.431467615,290.0445455,17.431467615
219,2/06/2020,12:10,18.95,303.04,28.86,17.4766090875,264.8145455,17.4766090875
220,2/06/2020,12:15,25.37,405.72,30.16,17.0382715875,243.8854545,17.0382715875
221,2/06/2020,12:20,20.66,318.62,33.33,16.272632384999998,227.09,16.272632384999998
222,2/06/2020,12:25,10.55,157.75,30.61,15.425556817500002,211.7636364,15.425556817500002
223,2/06/2020,12:30,7.51,108.12,27.97,14.611636365,209.3090909,14.611636365
224,2/06/2020,12:35,5.83,91.0,25.62,14.1077556825,209.0454545,14.1077556825
225,2/06/2020,12:40,6.88,112.78,20.65,13.765234087499998,209.4872727,13.765234087499998
226,2/06/2020,12:45,8.18,135.34,16.97,13.620204547499998,202.4363636,13.620204547499998
227,2/06/2020,12:50,10.82,174.55,16.13,14.8168773825,206.6518182,14.8168773825
228,2/06/2020,12:55,13.51,221.05,18.3,14.102599202999999,232.3827273,14.102599202999999
229,2/06/2020,13:00,17.18,271.53,21.55,14.374444095,279.7763636,14.374444095
230,2/06/2020,13:05,19.49,307.9,23.97,13.715219429500001,314.0790909,13.715219429500001
231,2/06/2020,13:10,20.54,328.16,25.9,14.0574661325,350.0490909,14.0574661325
232,2/06/2020,13:15,22.87,364.99,26.59,14.8838419295,369.1754545,14.8838419295
233,2/06/2020,13:20,27.56,440.79,29.15,13.6511130675,383.6154545,13.6511130675
234,2/06/2020,13:25,37.09,629.45,35.49,13.9890392025,391.6609091,13.9890392025
235,2/06/2020,13:30,28.75,468.33,37.8,14.29696875,392.6318182,14.29696875
236,2/06/2020,13:35,30.49,508.45,35.96,14.45353125,394.8590909,14.45353125
237,2/06/2020,13:40,21.6,345.73,33.45,14.4469125,403.5436364,14.4469125
238,2/06/2020,13:45,21.1,333.39,28.1,14.5984482975,406.2790909,14.5984482975
239,2/06/2020,13:50,19.94,309.55,25.69,14.862859087500002,397.36,14.862859087500002
240,2/06/2020,13:55,17.69,282.21,26.36,14.991061365,374.9127273,14.991061365
241,2/06/2020,14:00,19.43,332.4,26.94,14.5876193175,378.2090909,14.5876193175
242,2/06/2020,14:05,22.72,423.69,28.43,14.81222727,367.4181818,14.81222727
243,2/06/2020,14:10,20.69,395.08,29.64,14.962165912499998,363.1236364,14.962165912499998
244,2/06/2020,14:15,18.26,342.68,30.33,15.2147454525,363.1418182,15.2147454525
245,2/06/2020,14:20,19.87,382.53,30.58,15.5558505675,357.81,15.5558505675
246,2/06/2020,14:25,24.66,504.59,32.88,15.5614892025,363.4209091,15.5614892025
247,2/06/2020,14:30,20.81,389.75,35.99,15.6348119325,352.0972727,15.6348119325
248,2/06/2020,14:35,18.22,298.49,34.35,15.4528534125,352.4236364,15.4528534125
249,2/06/2020,14:40,18.65,333.59,31.81,15.1984653375,365.8154545,15.1984653375
250,2/06/2020,14:45,16.14,250.9,29.08,15.46010625,355.51,15.46010625
251,2/06/2020,14:50,17.2,343.93,28.14,15.3856875,348.2090909,15.3856875
252,2/06/2020,14:55,12.6,207.84,24.59,15.2824107975,343.6627273000001,15.2824107975
253,2/06/2020,15:00,20.08,427.28,25.86,14.702539769999998,349.4636364,14.702539769999998
254,2/06/2020,15:05,24.73,542.39,29.96,14.261481817499998,360.9309091,14.261481817499998
255,2/06/2020,15:10,11.6,229.32,31.05,14.0667579525,371.8927273,14.0667579525
256,2/06/2020,15:15,13.64,302.22,27.28,14.175623865,385.7218182,14.175623865
257,2/06/2020,15:20,15.5,454.58,29.99,14.7781159125,381.1381818,14.7781159125
258,2/06/2020,15:25,13.39,453.56,29.24,15.2128278375,389.1190909,15.2128278375
259,2/06/2020,15:30,12.67,424.63,31.35,15.964196587499998,383.2345455,15.964196587499998
260,2/06/2020,15:35,13.26,454.17,32.27,16.805667615,365.1136364,16.805667615
261,2/06/2020,15:40,13.06,403.02,34.86,16.94104602,368.5663636000001,16.94104602
262,2/06/2020,15:45,9.48,293.51,35.59,17.184859087499998,362.96,17.184859087499998
263,2/06/2020,15:50,8.33,295.63,33.38,17.55765,341.8109091,17.55765
264,2/06/2020,15:55,10.56,362.55,35.1,17.964755115,318.37,17.964755115
265,2/06/2020,16:00,10.15,343.06,36.82,18.1759619325,296.89,18.1759619325
266,2/06/2020,16:05,7.31,267.3,34.08,18.443451135,272.02,18.443451135
267,2/06/2020,16:10,5.89,240.55,29.16,18.5856392025,246.9772727,18.5856392025
268,2/06/2020,16:15,5.3,221.94,29.06,18.4461579525,228.2854545,18.4461579525
269,2/06/2020,16:20,4.75,195.71,28.12,18.3685670475,208.94,18.3685670475
270,2/06/2020,16:25,4.9,188.35,27.95,18.22560852,183.7390909,18.22560852
271,2/06/2020,16:30,4.92,180.6,28.67,17.89129773,160.4109091,17.89129773
272,2/06/2020,16:35,4.84,127.55,29.37,17.5925130675,142.3354545,17.5925130675
273,2/06/2020,16:40,5.4,87.9,27.89,17.544913635,123.9490909,17.544913635
274,2/06/2020,16:45,5.14,82.83,26.39,17.44183125,105.9718182,17.44183125
